DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
9/19/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Papillary thyroid cancer	"410 Korean ancestry cases, 8,279 Korean ancestry controls"	"587 Korean ancestry cases, 605 Korean ancestry controls"	1q42.2	1	233280792	PCNXL2	PCNX2			ENSG00000135749	NA	NA	rs4649295-T	rs4649295	0	4649295	intron_variant	0	0.82	9.00E-08	7.045757491	NA	1.45	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	papillary thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000641	GCST004753	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6011_1530719			1	243295620		SDCCAG8				NA	NA	rs2490395	rs2490395	NA	NA		NA		2.50E-09	NA	NA	-0.093682755							
11/13/20	32887889	Rashkin SR	9/4/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32887889	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	Thyroid cancer	"762 European ancestry cases, 410,350 European ancestry controls"	NA	2q35	2	217401716		DIRC3			ENSG00000231672	NA	NA	rs772695095-T	rs772695095	0	772695095	intron_variant	0	NR	4.00E-12	11.39794001	NA	1.459428	NR	Affymetrix [7846216] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90011813	Genome-wide genotyping array
2/25/14	23894154	Kohler A	7/26/13	J Clin Endocrinol Metab	www.ncbi.nlm.nih.gov/pubmed/23894154	Genome-wide association study on differentiated thyroid cancer.	Thyroid cancer	"690 European ancestry cases, 497 European ancestry controls"	"2,958 European ancestry cases, 3,727 European ancestry controls"	2q35	2	217406996	DIRC3	DIRC3			ENSG00000231672	NA	NA	rs6759952-T	rs6759952	0	6759952	intron_variant	0	0.43	6.00E-10	9.22184875	NA	1.25	[1.16-1.34]	Illumina [572042]	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST002102	Genome-wide genotyping array
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls"	"2,229 European ancestry cases, 2,059 European ancestry controls"	2q35	2	217427435	NR	DIRC3			ENSG00000231672	NA	NA	rs11693806-G	rs11693806	0	11693806	non_coding_transcript_exon_variant	0	0.66	1.00E-10	10	NA	0.7	[0.62-0.78]	Illumina [9673063] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012197	Genome-wide genotyping array
6/6/17	28195142	Gudmundsson J	2/14/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28195142	A genome-wide association study yields five novel thyroid cancer risk loci.	Thyroid cancer	"2,637 European ancestry cases, 364 non-array typed, familial imputed Icelandic ancestry cases, 134,811 European ancestry controls, 152,739 non-array typed, familial imputed Icelandic ancestry controls."	NA	2q35	2	217427435	NR	DIRC3			ENSG00000231672	NA	NA	rs11693806-C	rs11693806	0	11693806	non_coding_transcript_exon_variant	0	0.319	2.00E-24	23.69897	NA	1.43	1.33-1.54	Illumina [7100000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST004144	Genome-wide genotyping array
2/7/23	36508215	Feng X	12/1/22	JAMA Netw Open	www.ncbi.nlm.nih.gov/pubmed/36508215	"Association Between Genetic Risk, Adherence to Healthy Lifestyle Behavior, and Thyroid Cancer Risk."	Thyroid cancer	"1,956 European ancestry cases, 101,924 European ancestry controls"	NA	2q35	2	217427929		DIRC3			ENSG00000231672	NA	NA	rs1478581-A	rs1478581	0	1478581	intron_variant	0	NR	7.00E-07	6.15490196	NA	0.236	[0.14-0.33] unit increase	Affymetrix [NR] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90245888	Genome-wide genotyping array
9/28/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Differentiated thyroid cancer	"470 Korean ancestry cases, 8,279 Korean ancestry controls"	"615 Korean ancestry cases, 605 Korean ancestry controls"	2q35	2	217429494	DIRC3	DIRC3			ENSG00000231672	NA	NA	rs12990503-G	rs12990503	0	12990503	intron_variant	0	0.63	4.00E-09	8.397940009	NA	1.34	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST004798	Genome-wide genotyping array
9/19/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Papillary thyroid cancer	"410 Korean ancestry cases, 8,279 Korean ancestry controls"	"587 Korean ancestry cases, 605 Korean ancestry controls"	2q35	2	217429494	DIRC3	DIRC3			ENSG00000231672	NA	NA	rs12990503-G	rs12990503	0	12990503	intron_variant	0	0.63	3.00E-10	9.522878745	NA	1.38	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	papillary thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000641	GCST004753	Genome-wide genotyping array
12/14/21	34594039	Sakaue S	9/30/21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Thyroid cancer	"1,054 European ancestry cases, 490,920 European ancestry controls, 361 East Asian ancestry cases, 178,362 East Asian ancestry controls"	NA	2q35	2	217431785		DIRC3			ENSG00000231672	NA	NA	rs16857609-T	rs16857609	0	16857609	intron_variant	0	NR	2.00E-13	12.69897	NA	0.3027	[0.22-0.38] unit increase	"Affymetrix, Illumina [25845394] (imputed)"	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90018929	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6699_1613655			2	217431785		DIRC3				NA	NA	rs16857609	rs16857609	NA	NA		NA		1.28E-57	NA	NA	0.204562498							
2/7/23	36508215	Feng X	12/1/22	JAMA Netw Open	www.ncbi.nlm.nih.gov/pubmed/36508215	"Association Between Genetic Risk, Adherence to Healthy Lifestyle Behavior, and Thyroid Cancer Risk."	Thyroid cancer	"986 European ancestry cases, 5,135 European ancestry controls"	NA	2q35	2	217432009		DIRC3			ENSG00000231672	NA	NA	rs16857611-C	rs16857611	0	16857611	intron_variant	0	NR	2.00E-08	7.698970004	NA	0.349	[0.23-0.47] unit increase	Affymetrix [6562992] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90245887	Genome-wide genotyping array
2/7/23	36508215	Feng X	12/1/22	JAMA Netw Open	www.ncbi.nlm.nih.gov/pubmed/36508215	"Association Between Genetic Risk, Adherence to Healthy Lifestyle Behavior, and Thyroid Cancer Risk."	Thyroid cancer	"1,956 European ancestry cases, 101,924 European ancestry controls"	NA	2q35	2	217439383		DIRC3			ENSG00000231672	NA	NA	rs2618148-T	rs2618148	0	2618148	intron_variant	0	NR	5.00E-12	11.30103	NA	0.278	[0.2-0.36] unit increase	Affymetrix [NR] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90245888	Genome-wide genotyping array
2/9/12	22267200	Gudmundsson J	1/22/12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22267200	Discovery of common variants associated with low TSH levels and thyroid cancer risk.	Thyroid cancer	"27,758 European ancestry individuals"	"1,156 European ancestry cases, up to 42,617 European ancestry controls"	2q35	2	217445617	DIRC3	DIRC3			ENSG00000231672	NA	NA	rs966423-C	rs966423	0	966423	intron_variant	0	0.442	1.00E-09	9	NA	1.34	[1.22-1.47]	Illumina [~ 16000000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST001382	Genome-wide genotyping array
9/28/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Differentiated thyroid cancer	"470 Korean ancestry cases, 8,279 Korean ancestry controls"	"615 Korean ancestry cases, 605 Korean ancestry controls"	3p14.2	3	59559604	FHIT	CFAP20DC-DT			ENSG00000243295	NA	NA	rs9858271-G	rs9858271	0	9858271	intron_variant	0	0.43	7.00E-07	6.15490196	NA	1.26	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST004798	Genome-wide genotyping array
9/19/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Papillary thyroid cancer	"410 Korean ancestry cases, 8,279 Korean ancestry controls"	"587 Korean ancestry cases, 605 Korean ancestry controls"	3p14.2	3	59559604	FHIT	CFAP20DC-DT			ENSG00000243295	NA	NA	rs9858271-G	rs9858271	0	9858271	intron_variant	0	0.43	3.00E-08	7.522878745	NA	1.3	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	papillary thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000641	GCST004753	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	5254_1488891			3	168959779		#N/A				NA	NA	rs139566210	rs139566210	NA	NA		NA		2.51E-10	NA	NA	0.216143399							
6/6/17	28195142	Gudmundsson J	2/14/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28195142	A genome-wide association study yields five novel thyroid cancer risk loci.	Thyroid cancer	"2,637 European ancestry cases, 364 non-array typed, familial imputed Icelandic ancestry cases, 134,811 European ancestry controls, 152,739 non-array typed, familial imputed Icelandic ancestry controls."	NA	3q26.2	3	169800667	"LRRC34, TERC"	LRRC34			ENSG00000171757	NA	NA	rs6793295-T	rs6793295	0	6793295	missense_variant	0	0.759	3.00E-08	7.522878745	NA	1.23	1.15-1.33	Illumina [7100000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST004144	Genome-wide genotyping array
11/13/20	32887889	Rashkin SR	9/4/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32887889	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	Thyroid cancer	"762 European ancestry cases, 410,350 European ancestry controls"	NA	4p16.1	4	6684345		MRFAP1L2 - LINC02481	ENSG00000170846	ENSG00000246526		7590	3103	rs11947482-T	rs11947482	0	11947482	intergenic_variant	1	NR	6.00E-08	7.22184875	NA	6.257822	NR	Affymetrix [7846216] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90011813	Genome-wide genotyping array
11/13/20	32887889	Rashkin SR	9/4/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32887889	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	Thyroid cancer	"762 European ancestry cases, 410,350 European ancestry controls"	NA	4q12	4	56567030		SPMAP2L			ENSG00000249693	NA	NA	rs114692817-T	rs114692817	0	114692817	intron_variant	0	0.014383	7.00E-07	6.15490196	NA	2.3573785	NR	Affymetrix [7846216] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90011813	Genome-wide genotyping array
9/28/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Differentiated thyroid cancer	"470 Korean ancestry cases, 8,279 Korean ancestry controls"	"615 Korean ancestry cases, 605 Korean ancestry controls"	4q21.1	4	76936952	11-Sep	SOWAHB - SEPTIN11	ENSG00000186212	ENSG00000138758		38808	12799	rs1874564-G	rs1874564	0	1874564	intron_variant	1	0.69	2.00E-07	6.698970004	NA	1.31	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST004798	Genome-wide genotyping array
9/19/17	28703219	Son HY	7/13/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28703219	Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.	Papillary thyroid cancer	"410 Korean ancestry cases, 8,279 Korean ancestry controls"	"587 Korean ancestry cases, 605 Korean ancestry controls"	4q21.1	4	76936952	11-Sep	SOWAHB - SEPTIN11	ENSG00000186212	ENSG00000138758		38808	12799	rs1874564-G	rs1874564	0	1874564	intron_variant	1	0.69	6.00E-07	6.22184875	NA	1.31	[NR]	"Affymetrix, Illumina [3593389] (imputed)"	N	papillary thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000641	GCST004753	Genome-wide genotyping array
11/13/20	32887889	Rashkin SR	9/4/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32887889	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	Thyroid cancer	"762 European ancestry cases, 410,350 European ancestry controls"	NA	4q25	4	112649292		"MIR302CHG, LARP7"			"ENSG00000249532, ENSG00000174720"	NA	NA	rs76032629-A	rs76032629	0	76032629	non_coding_transcript_exon_variant	0	0.040918	6.00E-07	6.22184875	NA	1.6798253	NR	Affymetrix [7846216] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90011813	Genome-wide genotyping array
11/13/20	32887889	Rashkin SR	9/4/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32887889	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	Thyroid cancer	"762 European ancestry cases, 410,350 European ancestry controls"	NA	4q32.1	4	156130312		FTH1P21 - LINC02272	ENSG00000249013	ENSG00000251283		123324	504182	rs555678255-C	rs555678255	0	555678255	intergenic_variant	1	0.898888	8.00E-07	6.096910013	NA	1.9582	NR	Affymetrix [7846216] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90011813	Genome-wide genotyping array
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls, 301 Oceanian ancestry cases, 348 Oceanian ancestry controls"	NA	4q35.1	4	183807529	NR	STOX2			ENSG00000173320	NA	NA	rs7659026-C	rs7659026	0	7659026	intron_variant	0	0.6	6.00E-06	5.22184875	NA	NA		Illumina [6479975] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012195	Genome-wide genotyping array
6/6/17	28195142	Gudmundsson J	2/14/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28195142	A genome-wide association study yields five novel thyroid cancer risk loci.	Thyroid cancer	"2,637 European ancestry cases, 364 non-array typed, familial imputed Icelandic ancestry cases, 134,811 European ancestry controls, 152,739 non-array typed, familial imputed Icelandic ancestry controls."	NA	5p15.33	5	1279675	TERT	TERT			ENSG00000164362	NA	NA	rs10069690-T	rs10069690	0	10069690	intron_variant	0	0.275	3.00E-07	6.522878745	NA	1.2	1.12-1.29	Illumina [7100000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST004144	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6011_1530719			5	1280013		TERT				NA	NA	rs7734992	rs7734992	NA	NA		NA		4.24E-17	NA	NA	0.137137191							
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls"	"2,229 European ancestry cases, 2,059 European ancestry controls"	5p15.33	5	1282204	NR	TERT			ENSG00000164362	NA	NA	rs7726159-A	rs7726159	0	7726159	intron_variant	0	0.35	5.00E-06	5.301029996	NA	1.17	[1.09-1.25]	Illumina [9673063] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012197	Genome-wide genotyping array
8/13/21	33527407	Truong T	2/2/21	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/33527407	Multiethnic genome-wide association study of differentiated thyroid cancer in the EPITHYR consortium.	Differentiated thyroid cancer	"1,554 European ancestry cases, 1,973 European ancestry controls, 301 Oceanian ancestry cases, 348 Oceanian ancestry controls"	NA	5p15.33	5	1282204	NR	TERT			ENSG00000164362	NA	NA	rs7726159-A	rs7726159	0	7726159	intron_variant	0	0.39	1.00E-06	6	NA	NA		Illumina [6479975] (imputed)	N	differentiated thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_1002017	GCST012195	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	169_25799			5	16955402		MYO10;BASP1-AS1				NA	NA	rs115317600	rs115317600	NA	NA		NA		1.13E-08	NA	NA	0.105548							
2/7/23	36508215	Feng X	12/1/22	JAMA Netw Open	www.ncbi.nlm.nih.gov/pubmed/36508215	"Association Between Genetic Risk, Adherence to Healthy Lifestyle Behavior, and Thyroid Cancer Risk."	Thyroid cancer	"1,956 European ancestry cases, 101,924 European ancestry controls"	NA	5q22.1	5	112128140		NREP-AS1 - EPB41L4A	ENSG00000250095	ENSG00000129595		110831	14301	rs27982-C	rs27982	0	27982	intergenic_variant	1	NR	2.00E-07	6.698970004	NA	0.281	[0.18-0.39] unit decrease	Affymetrix [NR] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST90245888	Genome-wide genotyping array
6/6/17	28195142	Gudmundsson J	2/14/17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28195142	A genome-wide association study yields five novel thyroid cancer risk loci.	Thyroid cancer	"2,637 European ancestry cases, 364 non-array typed, familial imputed Icelandic ancestry cases, 134,811 European ancestry controls, 152,739 non-array typed, familial imputed Icelandic ancestry controls."	NA	5q22.1	5	112150207	"NREP, EPB41L4A"	EPB41L4A			ENSG00000129595	NA	NA	rs73227498-A	rs73227498	0	73227498	intron_variant	0	0.872	3.00E-10	9.522878745	NA	1.37	1.23-1.49	Illumina [7100000] (imputed)	N	thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0002892	GCST004144	Genome-wide genotyping array
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6699_1613655			5	112150207		EPB41L4A				NA	NA	rs73227498	rs73227498	NA	NA		NA		1.38E-18	NA	NA	-0.178421751							
4/20/24	36777996	Zhou W	10/12/22	Cell Genom	https://pubmed.ncbi.nlm.nih.gov/36777996/	Global Biobank Meta-analysis Initiative: Powering genetic discovery across human disease	Thyroid cancer	6011_1530719			6	43929990		LINC01512				NA	NA	rs9472155	rs9472155	NA	NA		NA		3.69E-08	NA	NA	0.008709456							
