DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
11/7/23	37872160	Williams AT	10/23/23	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/37872160	"Genome-wide association study of thyroid-stimulating hormone highlights new genes, pathways and associations with thyroid disease."	Thyroid stimulating hormone levels	"247,107 European ancestry individuals"	"63,326 European ancestry individuals, 33,171 South Asian ancestry individuals"	1p36.33	1	2061538		PRKCZ			ENSG00000067606	NA	NA	rs17777295-T	rs17777295	0	17777295	intron_variant	0	0.2508	1.00E-09	9		0.021	[0.014-0.028] unit increase	"Affymetrix, Illumina [57524162] (imputed)"	N	thyroid stimulating hormone measurement	http://www.ebi.ac.uk/efo/EFO_0004748	GCST90296333	Genome-wide genotyping array
11/7/23	37872160	Williams AT	10/23/23	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/37872160	"Genome-wide association study of thyroid-stimulating hormone highlights new genes, pathways and associations with thyroid disease."	Thyroid stimulating hormone levels	"247,107 European ancestry individuals"	"63,326 European ancestry individuals, 33,171 South Asian ancestry individuals"	1q32.1	1	207011155		FCAMR - C1orf116	ENSG00000162897	ENSG00000182795		40530	7367	rs2629641-T	rs2629641	0	2629641	intergenic_variant	1	0.3355	5.00E-15	14.30103		0.0224	[0.017-0.028] unit increase	"Affymetrix, Illumina [57524162] (imputed)"	N	thyroid stimulating hormone measurement	http://www.ebi.ac.uk/efo/EFO_0004748	GCST90296333	Genome-wide genotyping array
11/13/14	24722205	Kwak SH	4/17/14	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24722205	A genome-wide association study on thyroid function and anti-thyroid peroxidase antibodies in Koreans.	Plasma thyroid-stimulating hormone levels	"2,789 Korean ancestry individuals"	829 Korean ancestry individuals	1q41	1	214501582	PTPN14	PTPN14			ENSG00000152104	NA	NA	rs17042140-T	rs17042140	0	17042140	intron_variant	0	0.46	4.00E-06	5.397940009		0.105	[0.060-0.150] uIU/L increase	Affymetrix [1418709] (imputed)	N	thyroid stimulating hormone measurement	http://www.ebi.ac.uk/efo/EFO_0004748	GCST002417	Genome-wide genotyping array
11/7/23	37872160	Williams AT	10/23/23	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/37872160	"Genome-wide association study of thyroid-stimulating hormone highlights new genes, pathways and associations with thyroid disease."	Thyroid stimulating hormone levels	"247,107 European ancestry individuals"	"63,326 European ancestry individuals, 33,171 South Asian ancestry individuals"	1q41	1	218481392		LINC02869			ENSG00000228208	NA	NA	rs519709-A	rs519709	0	519709	intron_variant	0	0.5979	3.00E-27	26.52287875		0.0294	[0.024-0.035] unit decrease	"Affymetrix, Illumina [57524162] (imputed)"	N	thyroid stimulating hormone measurement	http://www.ebi.ac.uk/efo/EFO_0004748	GCST90296333	Genome-wide genotyping array
10/8/20	32769997	Zhou W	8/7/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32769997	GWAS of thyroid stimulating hormone highlights pleiotropic effects and inverse association with thyroid cancer.	Thyroid stimulating hormone levels	"119,715 European ancestry individuals"	NA	1q41	1	218511713	"C1orf143, MIR548F3"	LINC02869			ENSG00000228208	NA	NA	rs2993047-A	rs2993047	0	2993047	intron_variant	0	0.591769219	4.00E-12	11.39794001		0.0327	[0.024-0.042] SD decrease	Illumina [22400000] (imputed)	N	thyroid stimulating hormone measurement	http://www.ebi.ac.uk/efo/EFO_0004748	GCST010653	Genome-wide genotyping array
11/7/23	37872160	Williams AT	10/23/23	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/37872160	"Genome-wide association study of thyroid-stimulating hormone highlights new genes, pathways and associations with thyroid disease."	Thyroid stimulating hormone levels	"247,107 European ancestry individuals"	"63,326 European ancestry individuals, 33,171 South Asian ancestry individuals"	1q41	1	218520470		LINC02869			ENSG00000228208	NA	NA	rs72738861-T	rs72738861	0	72738861	intron_variant	0	0.0463	1.00E-06	6		0.028	[0.017-0.039] unit increase	"Affymetrix, Illumina [57524162] (imputed)"	N	thyroid stimulating hormone measurement	http://www.ebi.ac.uk/efo/EFO_0004748	GCST90296333	Genome-wide genotyping array
10/8/20	32769997	Zhou W	8/7/20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32769997	GWAS of thyroid stimulating hormone highlights pleiotropic effects and inverse association with thyroid cancer.	Thyroid stimulating hormone levels	"119,715 European ancestry individuals"	NA	1p36.12	1	22186518	"WNT4, MIR4418"	WNT4 - MIR4418	ENSG00000162552	ENSG00000266564		42549	79721	rs12743883-G	rs12743883	0	12743883	intergenic_variant	1	0.592310835	1.00E-10	10		0.0311	[0.022-0.04] SD increase	Illumina [22400000] (imputed)	N	thyroid stimulating hormone measurement	http://www.ebi.ac.uk/efo/EFO_0004748	GCST010653	Genome-wide genotyping array
11/7/23	37872160	Williams AT	10/23/23	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/37872160	"Genome-wide association study of thyroid-stimulating hormone highlights new genes, pathways and associations with thyroid disease."	Thyroid stimulating hormone levels	"247,107 European ancestry individuals"	"63,326 European ancestry individuals, 33,171 South Asian ancestry individuals"	1p36.12	1	22186518		WNT4 - MIR4418	ENSG00000162552	ENSG00000266564		42549	79721	rs12743883-A	rs12743883	0	12743883	intergenic_variant	1	0.3908	2.00E-17	16.69897		0.0224	[0.017-0.027] unit decrease	"Affymetrix, Illumina [57524162] (imputed)"	N	thyroid stimulating hormone measurement	http://www.ebi.ac.uk/efo/EFO_0004748	GCST90296333	Genome-wide genotyping array
7/24/15	25436638	Malinowski JR	12/1/14	PLoS One	www.ncbi.nlm.nih.gov/pubmed/25436638	Genetic variants associated with serum thyroid stimulating hormone (TSH) levels in European Americans and African Americans from the eMERGE Network.	Serum thyroid-stimulating hormone levels	"4,501 European ancestry individuals, 351 African American individuals"	NA	1q41	1	222021660	DUSP10	LINC01705			ENSG00000232679	NA	NA	rs2378497-G	rs2378497	0	2378497	intron_variant	0	0.08	4.00E-06	5.397940009	(AA)	0.33	[0.19-0.47] unit increase	Illumina [up to 905285]	N	thyroid stimulating hormone measurement	http://www.ebi.ac.uk/efo/EFO_0004748	GCST002707	Genome-wide genotyping array
11/7/23	37872160	Williams AT	10/23/23	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/37872160	"Genome-wide association study of thyroid-stimulating hormone highlights new genes, pathways and associations with thyroid disease."	Thyroid stimulating hormone levels	"247,107 European ancestry individuals"	"63,326 European ancestry individuals, 33,171 South Asian ancestry individuals"	1q43	1	243288103		SDCCAG8			ENSG00000054282	NA	NA	rs10926981-A	rs10926981	0	10926981	intron_variant	0	0.4619	2.00E-11	10.69897		0.0181	[0.013-0.023] unit decrease	"Affymetrix, Illumina [57524162] (imputed)"	N	thyroid stimulating hormone measurement	http://www.ebi.ac.uk/efo/EFO_0004748	GCST90296333	Genome-wide genotyping array
11/7/23	37872160	Williams AT	10/23/23	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/37872160	"Genome-wide association study of thyroid-stimulating hormone highlights new genes, pathways and associations with thyroid disease."	Thyroid stimulating hormone levels	"247,107 European ancestry individuals"	"63,326 European ancestry individuals, 33,171 South Asian ancestry individuals"	1p35.1	1	33324895		PHC2			ENSG00000134686	NA	NA	rs11554674-A	rs11554674	0	11554674	stop_gained	0	0.2452	3.00E-12	11.52287875		0.0204	[0.015-0.026] unit increase	"Affymetrix, Illumina [57524162] (imputed)"	N	thyroid stimulating hormone measurement	http://www.ebi.ac.uk/efo/EFO_0004748	GCST90296333	Genome-wide genotyping array
11/7/23	37872160	Williams AT	10/23/23	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/37872160	"Genome-wide association study of thyroid-stimulating hormone highlights new genes, pathways and associations with thyroid disease."	Thyroid stimulating hormone levels	"247,107 European ancestry individuals"	"63,326 European ancestry individuals, 33,171 South Asian ancestry individuals"	1p33	1	48399449		SPATA6			ENSG00000132122	NA	NA	rs77303590-T	rs77303590	0	77303590	missense_variant	0	0.0258	3.00E-14	13.52287875		0.0692	[0.051-0.087] unit increase	"Affymetrix, Illumina [57524162] (imputed)"	N	thyroid stimulating hormone measurement	http://www.ebi.ac.uk/efo/EFO_0004748	GCST90296333	Genome-wide genotyping array
